VersionInfo,BaseName,Name,Length,FullName,Eyes
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa107.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa107,aaaaaaaaaa107.png,57600,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa107.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa108.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa108,aaaaaaaaaa108.png,58205,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa108.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa109.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa109,aaaaaaaaaa109.png,58385,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa109.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa11.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa11,aaaaaaaaaa11.png,63852,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa11.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa110.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa110,aaaaaaaaaa110.png,58843,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa110.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa111.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa111,aaaaaaaaaa111.png,58831,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa111.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa112.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa112,aaaaaaaaaa112.png,58597,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa112.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa113.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa113,aaaaaaaaaa113.png,58661,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa113.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa114.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa114,aaaaaaaaaa114.png,59086,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa114.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa115.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa115,aaaaaaaaaa115.png,58749,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa115.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa116.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa116,aaaaaaaaaa116.png,58851,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa116.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa117.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa117,aaaaaaaaaa117.png,55224,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa117.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa118.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa118,aaaaaaaaaa118.png,56040,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa118.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa119.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa119,aaaaaaaaaa119.png,56779,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa119.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa12.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa12,aaaaaaaaaa12.png,63901,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa12.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa120.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa120,aaaaaaaaaa120.png,57096,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa120.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa121.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa121,aaaaaaaaaa121.png,57640,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa121.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa122.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa122,aaaaaaaaaa122.png,58475,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa122.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa123.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa123,aaaaaaaaaa123.png,58861,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa123.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa124.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa124,aaaaaaaaaa124.png,59247,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa124.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa125.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa125,aaaaaaaaaa125.png,59621,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa125.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa126.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa126,aaaaaaaaaa126.png,59735,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa126.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa127.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa127,aaaaaaaaaa127.png,58566,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa127.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa128.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa128,aaaaaaaaaa128.png,58715,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa128.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa129.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa129,aaaaaaaaaa129.png,58972,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa129.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa13.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa13,aaaaaaaaaa13.png,64064,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa13.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa130.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa130,aaaaaaaaaa130.png,60158,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa130.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa131.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa131,aaaaaaaaaa131.png,59759,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa131.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa132.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa132,aaaaaaaaaa132.png,55356,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa132.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa133.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa133,aaaaaaaaaa133.png,57377,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa133.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa134.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa134,aaaaaaaaaa134.png,57620,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa134.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa135.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa135,aaaaaaaaaa135.png,56585,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa135.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa136.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa136,aaaaaaaaaa136.png,56645,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa136.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa137.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa137,aaaaaaaaaa137.png,57781,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa137.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa138.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa138,aaaaaaaaaa138.png,58074,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa138.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa139.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa139,aaaaaaaaaa139.png,58631,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa139.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa14.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa14,aaaaaaaaaa14.png,63728,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa14.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa140.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa140,aaaaaaaaaa140.png,58341,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa140.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa141.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa141,aaaaaaaaaa141.png,57826,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa141.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa142.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa142,aaaaaaaaaa142.png,57762,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa142.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa143.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa143,aaaaaaaaaa143.png,57905,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa143.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa144.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa144,aaaaaaaaaa144.png,58502,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa144.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa145.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa145,aaaaaaaaaa145.png,59455,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa145.png,1
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa146.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",aaaaaaaaaa146,aaaaaaaaaa146.png,59511,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\aaaaaaaaaa146.png,1
